id	title	termName	termYear	subjectDescription	subjectAcademicOrgDescription	subject	classAcademicOrgDescription	component	externalCourseId	courseDescriptionLong	year
77094	Introduction to Catalan	Spring	2014	Catalan	Romance Languages and Literatures	CATALAN	Romance Languages and Literatures	Lecture	114279	"<p>An introductory course in spoken and written Catalan	 the language of approximately ten million people in Spain	 France	 Italy	 and Andorra	 and the most widely used of minoritized languages in Europe today. Native Catalan speakers include Antonio Gaudí	 Salvador Dalí	 Joan Miró	 Antoni Tàpies	 Mercè Rodoreda	 and Pau Casals. Emphasizing oral communication	 reading	 and writing	 offers students contact with contemporary Catalan culture. Conducted in Catalan. Knowledge of another Romance language is useful but not essential. Not open to auditors. May not be taken Pass/Fail	 but may be taken Sat/Unsat by GSAS students.</p>"	2014
82641	Introduction to Catalan	Fall	2007	Catalan	Romance Languages and Literatures	CATALAN	Romance Languages and Literatures	Lecture	114279	"<p>An introductory course in spoken and written Catalan	 the language of approximately ten million people in Spain	 France	 Italy	 and Andorra	 and the most widely used of minoritized languages in Europe today. Native Catalan speakers include Antonio Gaudí	 Salvador Dalí	 Joan Miró	 Antoni Tàpies	 Mercè Rodoreda	 and Pau Casals. Emphasizing oral communication	 reading	 and writing	 offers students contact with contemporary Catalan culture. Conducted in Catalan. Knowledge of another Romance language is useful but not essential. May be taken Pass/Fail by undergraduates or Sat/Unsat by GSAS students.</p>"	2007.5
12447	Introduction to Catalan	Fall	2015	Catalan	Romance Languages and Literatures	CATALAN	Romance Languages and Literatures	Lecture	114279	"<p>An introductory course in spoken and written Catalan	 the language of approximately ten million people in Spain	 France	 Italy	 and Andorra	 and the most widely used of minoritized languages in Europe today. Native Catalan speakers include Antonio Gaudí	 Salvador Dalí	 Joan Miró	 Antoni Tàpies	 Mercè Rodoreda	 and Pau Casals. Emphasizing oral communication	 reading	 and writing	 offers students contact with contemporary Catalan culture.</p>"	2015.5
12448	Introduction to Catalan	Spring	2016	Catalan	Romance Languages and Literatures	CATALAN	Romance Languages and Literatures	Lecture	114279	"<p>An introductory course in spoken and written Catalan	 the language of approximately ten million people in Spain	 France	 Italy	 and Andorra	 and the most widely used of minoritized languages in Europe today. Native Catalan speakers include Antonio Gaudí	 Salvador Dalí	 Joan Miró	 Antoni Tàpies	 Mercè Rodoreda	 and Pau Casals. Emphasizing oral communication	 reading	 and writing	 offers students contact with contemporary Catalan culture.</p>"	2016
220192	Introduction to Catalan	Fall	2008	Catalan	Romance Languages and Literatures	CATALAN	Romance Languages and Literatures	Lecture	114279	"<p>An introductory course in spoken and written Catalan	 the language of approximately ten million people in Spain	 France	 Italy	 and Andorra	 and the most widely used of minoritized languages in Europe today. Native Catalan speakers include Antonio Gaudí	 Salvador Dalí	 Joan Miró	 Antoni Tàpies	 Mercè Rodoreda	 and Pau Casals. Emphasizing oral communication	 reading	 and writing	 offers students contact with contemporary Catalan culture. Conducted in Catalan. Knowledge of another Romance language is useful but not essential. May be taken Pass/Fail by undergraduates or Sat/Unsat by GSAS students.</p>"	2008.5
221472	Introduction to Catalan	Fall	2014	Catalan	Romance Languages and Literatures	CATALAN	Romance Languages and Literatures	Lecture Taught in Sections	114279	"<p>An introductory course in spoken and written Catalan	 the language of approximately ten million people in Spain	 France	 Italy	 and Andorra	 and the most widely used of minoritized languages in Europe today. Native Catalan speakers include Antonio Gaudí	 Salvador Dalí	 Joan Miró	 Antoni Tàpies	 Mercè Rodoreda	 and Pau Casals. Emphasizing oral communication	 reading	 and writing	 offers students contact with contemporary Catalan culture. Conducted in Catalan. Knowledge of another Romance language is useful but not essential. Not open to auditors. May not be taken Pass/Fail	 but may be taken Sat/Unsat by GSAS students.</p>"	2014.5
223809	Introduction to Catalan	Fall	2011	Catalan	Romance Languages and Literatures	CATALAN	Romance Languages and Literatures	Lecture	114279	"<p>An introductory course in spoken and written Catalan	 the language of approximately ten million people in Spain	 France	 Italy	 and Andorra	 and the most widely used of minoritized languages in Europe today. Native Catalan speakers include Antonio Gaudí	 Salvador Dalí	 Joan Miró	 Antoni Tàpies	 Mercè Rodoreda	 and Pau Casals. Emphasizing oral communication	 reading	 and writing	 offers students contact with contemporary Catalan culture. Conducted in Catalan. Knowledge of another Romance language is useful but not essential. May be taken Pass/Fail by undergraduates or Sat/Unsat by GSAS students.</p>"	2011.5
270661	Introduction to Catalan	Fall	2012	Catalan	Romance Languages and Literatures	CATALAN	Romance Languages and Literatures	Lecture	114279	"<p>An introductory course in spoken and written Catalan	 the language of approximately ten million people in Spain	 France	 Italy	 and Andorra	 and the most widely used of minoritized languages in Europe today. Native Catalan speakers include Antonio Gaudí	 Salvador Dalí	 Joan Miró	 Antoni Tàpies	 Mercè Rodoreda	 and Pau Casals. Emphasizing oral communication	 reading	 and writing	 offers students contact with contemporary Catalan culture. Conducted in Catalan. Knowledge of another Romance language is useful but not essential. May be taken Pass/Fail by undergraduates or Sat/Unsat by GSAS students.</p>"	2012.5
361467	Introduction to Catalan	Fall	2006	Catalan	Romance Languages and Literatures	CATALAN	Romance Languages and Literatures	Lecture	114279	"<p>An introductory course in spoken and written Catalan	 the language of approximately ten million people in Spain	 France	 Italy	 and Andorra	 and the most widely used of minoritized languages in Europe today. Antonio Gaudí	 Salvador Dalí	 Joan Miró	 Antoni Tàpies	 Mercè Rodoreda	 and Pau Casals were native Catalan speakers. Emphasizing oral communication	 reading	 and writing	 offers students contact with contemporary Catalan culture. Conducted in Catalan. Knowledge of another Romance language is useful but not essential. May be taken Pass/Fail by undergraduates or Sat/Unsat by GSAS students.</p>"	2006.5
42373	Folklore of Ireland and Scotland	Fall	1999	Celtic	Celtic Languages and Literatures	CELTIC	Celtic Languages and Literatures	Lecture	112323	"<p>An introduction to the oral literature of Scotland and Ireland. We will read hero-tales	 work-songs	 laments	 prayers	 charms	 and ballads_placing them within the context of daily life	 belief	 and performance. Themes will include: understanding oral literature; the relationship of ^'^'art'' and function; women's folklore; and cross-cultural comparison. Readings will be available in English translation.</p>"	1999.5
1063728	Food and Fantasy in Irish Tradition	Spring	2020	Celtic	Celtic Languages and Literatures	CELTIC	Celtic Languages and Literatures	Lecture	203245	"<p>Many aspects of food—growing	 cooking	 eating	 drinking	 and distributing it—have served as powerful cultural symbols in Irish oral and literary tradition from medieval to modern times.&nbsp; A survey of the environmental	 historical	 and economic background to food and its production in Ireland of the early Middle Ages will lead to the close reading of medieval texts (in translation) such as “News about Mac Dathó’s Pig	” “The Vision of Mac Conglinne	” and “The Battle of Mag Tuired	” in each of which the “what	” “why	” and “how” of eating determine the outcome of the story.&nbsp; In addition	 we will examine the lively symbolism of food as perpetuated in Irish legend and folktale	 and also in post-medieval Irish literature.</p>"	2020
